Date,Close
2019-01-02,800.0000
2019-01-03,817.1251
2019-01-04,821.5363
2019-01-07,829.6637
2019-01-08,840.0683
2019-01-09,830.4265
2019-01-10,812.6041
2019-01-11,800.0766
2019-01-14,804.0602
2019-01-15,816.2053
2019-01-16,817.8305
2019-01-17,802.5675
2019-01-18,818.6804
2019-01-21,800.6456
2019-01-22,795.3512
2019-01-23,789.1881
2019-01-24,792.1202
2019-01-25,804.5420
2019-01-28,788.0603
2019-01-29,784.7062
2019-01-30,788.3378
2019-01-31,775.7175
2019-02-01,774.8813
2019-02-04,777.0826
2019-02-05,762.8423
2019-02-06,749.1573
2019-02-07,748.7318
2019-02-08,746.5090
2019-02-11,748.9745
2019-02-12,772.6794
2019-02-13,782.5791
2019-02-14,787.6280
2019-02-15,779.9919
2019-02-18,790.3766
2019-02-19,781.9262
2019-02-20,799.4571
2019-02-21,813.0131
2019-02-22,790.6699
2019-02-25,777.9249
2019-02-26,776.0007
2019-02-27,771.8068
2019-02-28,758.4544
2019-03-01,745.7003
2019-03-04,753.4282
2019-03-05,747.9846
2019-03-06,732.2929
2019-03-07,729.5678
2019-03-08,739.6861
2019-03-11,757.4730
2019-03-12,758.2801
2019-03-13,755.0987
2019-03-14,746.7926
2019-03-15,741.5189
2019-03-18,747.2222
2019-03-19,760.6020
2019-03-20,774.1141
2019-03-21,771.6296
2019-03-22,781.4051
2019-03-25,789.9608
2019-03-26,795.1533
2019-03-27,768.4868
2019-03-28,767.9621
2019-03-29,765.0713
2019-04-01,779.5770
2019-04-02,776.6486
2019-04-03,781.7258
2019-04-04,784.7517
2019-04-05,798.9533
2019-04-08,807.6886
2019-04-09,819.5691
2019-04-10,837.0775
2019-04-11,848.5616
2019-04-12,858.0823
2019-04-15,855.1278
2019-04-16,856.4660
2019-04-17,882.9671
2019-04-18,883.5671
2019-04-19,890.0729
2019-04-22,889.3109
2019-04-23,885.8741
2019-04-24,849.6700
2019-04-25,870.4498
2019-04-26,856.3370
2019-04-29,846.5928
2019-04-30,862.9732
2019-05-01,835.1683
2019-05-02,835.6621
2019-05-03,829.2963
2019-05-06,808.3312
2019-05-07,815.4924
2019-05-08,806.8939
2019-05-09,805.8869
2019-05-10,801.2166
2019-05-13,808.5862
2019-05-14,834.7429
2019-05-15,820.3639
2019-05-16,830.4332
2019-05-17,822.6081
2019-05-20,818.6902
2019-05-21,797.4677
2019-05-22,785.0064
2019-05-23,780.4374
2019-05-24,789.5657
2019-05-27,792.4440
2019-05-28,799.0151
2019-05-29,807.3984
2019-05-30,792.0647
2019-05-31,808.4981
2019-06-03,804.9922
2019-06-04,812.9102
2019-06-05,811.0121
2019-06-06,814.2028
2019-06-07,821.7629
2019-06-10,796.4276
2019-06-11,819.3852
2019-06-12,821.5497
2019-06-13,834.3909
2019-06-14,837.1053
2019-06-17,838.3065
2019-06-18,823.1022
2019-06-19,818.7690
2019-06-20,793.9435
2019-06-21,792.4258
2019-06-24,810.2880
2019-06-25,789.3604
2019-06-26,781.9518
2019-06-27,778.0434
2019-06-28,790.9856
2019-07-01,804.9841
2019-07-02,805.8498
2019-07-03,807.0437
2019-07-04,805.3801
2019-07-05,800.0373
2019-07-08,794.8239
2019-07-09,789.8127
2019-07-10,788.2739
2019-07-11,789.2945
2019-07-12,782.4608
2019-07-15,789.5108
2019-07-16,789.2543
2019-07-17,795.3449
2019-07-18,780.4391
2019-07-19,772.9520
2019-07-22,774.1148
2019-07-23,777.3612
2019-07-24,775.5898
2019-07-25,792.6537
2019-07-26,790.4793
2019-07-29,806.6108
2019-07-30,822.6879
2019-07-31,830.8992
2019-08-01,836.2646
2019-08-02,842.9446
2019-08-05,841.4028
2019-08-06,828.4086
2019-08-07,822.5435
2019-08-08,815.4406
2019-08-09,810.8986
2019-08-12,802.7611
2019-08-13,790.9189
2019-08-14,792.5121
2019-08-15,808.6185
2019-08-16,798.9304
2019-08-19,778.7341
2019-08-20,772.5924
2019-08-21,759.4941
2019-08-22,748.8443
2019-08-23,735.4861
2019-08-26,734.1108
2019-08-27,739.6482
2019-08-28,763.4793
2019-08-29,751.0517
2019-08-30,736.4132
2019-09-02,734.7482
2019-09-03,733.4671
2019-09-04,750.3095
2019-09-05,764.2307
2019-09-06,757.2029
2019-09-09,735.8318
2019-09-10,741.8653
2019-09-11,737.3535
2019-09-12,751.7578
2019-09-13,750.5637
2019-09-16,749.1300
2019-09-17,736.8358
2019-09-18,736.5171
2019-09-19,748.6509
2019-09-20,740.2934
2019-09-23,742.5002
2019-09-24,736.5407
2019-09-25,746.0972
2019-09-26,745.6462
2019-09-27,751.5055
2019-09-30,754.9820
2019-10-01,745.8100
2019-10-02,733.9907
2019-10-03,747.7608
2019-10-04,744.2758
2019-10-07,733.7443
2019-10-08,727.2166
2019-10-09,744.4569
2019-10-10,745.5819
2019-10-11,757.4232
2019-10-14,733.7029
2019-10-15,757.8959
2019-10-16,758.9501
2019-10-17,773.4658
2019-10-18,770.2574
2019-10-21,769.8334
2019-10-22,779.4141
