Date,Close
2019-01-02,2850.0000
2019-01-03,2814.1137
2019-01-04,2833.3054
2019-01-07,2864.5333
2019-01-08,2846.4364
2019-01-09,2836.6467
2019-01-10,2847.4671
2019-01-11,2852.6943
2019-01-14,2861.8477
2019-01-15,2880.1925
2019-01-16,2924.2315
2019-01-17,2978.3419
2019-01-18,2996.0613
2019-01-21,2976.9079
2019-01-22,3001.0585
2019-01-23,3001.8723
2019-01-24,2981.8763
2019-01-25,3029.5527
2019-01-28,3063.1553
2019-01-29,3045.1793
2019-01-30,3043.9376
2019-01-31,3051.4481
2019-02-01,3059.9004
2019-02-04,3067.9228
2019-02-05,3066.2353
2019-02-06,3016.6541
2019-02-07,2965.8092
2019-02-08,2989.9151
2019-02-11,2985.0227
2019-02-12,2920.9254
2019-02-13,2924.6385
2019-02-14,2927.1172
2019-02-15,2955.1385
2019-02-18,2945.0319
2019-02-19,2961.7612
2019-02-20,2943.6636
2019-02-21,2892.6452
2019-02-22,2877.0858
2019-02-25,2878.6091
2019-02-26,2879.4765
2019-02-27,2832.2271
2019-02-28,2826.6737
2019-03-01,2804.5098
2019-03-04,2825.3502
2019-03-05,2789.4809
2019-03-06,2758.8910
2019-03-07,2741.2615
2019-03-08,2750.8836
2019-03-11,2791.8660
2019-03-12,2801.7912
2019-03-13,2750.1526
2019-03-14,2713.6166
2019-03-15,2749.9129
2019-03-18,2737.9221
2019-03-19,2730.9414
2019-03-20,2736.6620
2019-03-21,2769.7112
2019-03-22,2815.2520
2019-03-25,2808.7920
2019-03-26,2789.9644
2019-03-27,2760.7865
2019-03-28,2796.5771
2019-03-29,2797.3847
2019-04-01,2817.6458
2019-04-02,2825.8883
2019-04-03,2797.1647
2019-04-04,2842.3044
2019-04-05,2830.2546
2019-04-08,2810.6153
2019-04-09,2807.8116
2019-04-10,2799.0038
2019-04-11,2792.1391
2019-04-12,2786.1392
2019-04-15,2808.9159
2019-04-16,2836.4491
2019-04-17,2866.2998
2019-04-18,2824.9397
2019-04-19,2817.4226
2019-04-22,2858.0801
2019-04-23,2874.6162
2019-04-24,2874.2108
2019-04-25,2866.1892
2019-04-26,2916.5076
2019-04-29,2891.0705
2019-04-30,2873.8368
2019-05-01,2905.1918
2019-05-02,2859.0077
2019-05-03,2842.9801
2019-05-06,2937.0983
2019-05-07,2952.7110
2019-05-08,2974.5918
2019-05-09,2911.5599
2019-05-10,2912.0121
2019-05-13,2897.3237
2019-05-14,2888.4351
2019-05-15,2868.0090
2019-05-16,2864.3709
2019-05-17,2863.2503
2019-05-20,2897.6725
2019-05-21,2827.9403
2019-05-22,2804.7988
2019-05-23,2813.0185
2019-05-24,2810.3089
2019-05-27,2841.0621
2019-05-28,2828.1222
2019-05-29,2859.1526
2019-05-30,2868.2265
2019-05-31,2827.2847
2019-06-03,2785.1917
2019-06-04,2831.3989
2019-06-05,2861.4930
2019-06-06,2855.3961
2019-06-07,2847.6167
2019-06-10,2789.5353
2019-06-11,2789.7217
2019-06-12,2797.8044
2019-06-13,2839.0648
2019-06-14,2833.1816
2019-06-17,2830.3483
2019-06-18,2829.8439
2019-06-19,2862.1536
2019-06-20,2914.1863
2019-06-21,2976.4231
2019-06-24,2969.6992
2019-06-25,2998.6743
2019-06-26,2960.0148
2019-06-27,2927.1491
2019-06-28,2912.5293
2019-07-01,2930.9049
2019-07-02,2857.7614
2019-07-03,2851.1823
2019-07-04,2919.5034
2019-07-05,2960.6569
2019-07-08,3001.1673
2019-07-09,2994.1220
2019-07-10,3004.0984
2019-07-11,2968.6501
2019-07-12,3012.7953
2019-07-15,3004.6591
2019-07-16,2991.0100
2019-07-17,2961.5932
2019-07-18,2995.1623
2019-07-19,3051.4656
2019-07-22,3050.2426
2019-07-23,3038.0543
2019-07-24,3019.7855
2019-07-25,3051.9413
2019-07-26,3051.5908
2019-07-29,3050.0070
2019-07-30,3054.7868
2019-07-31,3052.5698
2019-08-01,3096.1749
2019-08-02,3118.1957
2019-08-05,3079.0478
2019-08-06,3082.2136
2019-08-07,3070.4333
2019-08-08,3089.3907
2019-08-09,3128.4601
2019-08-12,3103.4145
2019-08-13,3081.9590
2019-08-14,3021.4613
2019-08-15,3015.1305
2019-08-16,3060.5641
2019-08-19,3040.2124
2019-08-20,3096.3070
2019-08-21,3091.4565
2019-08-22,3066.3351
2019-08-23,3074.7835
2019-08-26,3053.3210
2019-08-27,3067.5699
2019-08-28,3066.1121
2019-08-29,3005.5560
2019-08-30,2974.6248
2019-09-02,2993.1894
2019-09-03,2992.4591
2019-09-04,2927.7444
2019-09-05,2976.3913
2019-09-06,3028.6236
2019-09-09,2993.3208
2019-09-10,2996.1236
2019-09-11,3027.3827
2019-09-12,3041.8939
2019-09-13,3052.8211
2019-09-16,2996.7506
2019-09-17,3016.3595
2019-09-18,3005.3057
2019-09-19,2990.9437
2019-09-20,3011.9135
2019-09-23,3055.1481
2019-09-24,3081.7980
2019-09-25,3041.8088
2019-09-26,3050.5303
2019-09-27,3003.2095
2019-09-30,3017.6792
2019-10-01,2983.2253
2019-10-02,2950.8797
2019-10-03,2995.3288
2019-10-04,3015.1247
2019-10-07,2986.2139
2019-10-08,3006.2901
2019-10-09,3068.8209
2019-10-10,3025.5106
2019-10-11,3035.1666
2019-10-14,3032.1555
2019-10-15,3035.1452
2019-10-16,3054.2743
2019-10-17,3091.3679
2019-10-18,3128.3611
2019-10-21,3135.6263
2019-10-22,3174.0284
2019-10-23,3164.9731
2019-10-24,3227.1523
2019-10-25,3240.3334
2019-10-28,3241.5508
2019-10-29,3262.7785
2019-10-30,3231.4648
2019-10-31,3206.1215
2019-11-01,3174.5616
2019-11-04,3230.8654
2019-11-05,3263.3762
2019-11-06,3254.0668
2019-11-07,3262.1663
2019-11-08,3255.3680
2019-11-11,3237.6015
2019-11-12,3218.8591
2019-11-13,3192.0968
2019-11-14,3146.4080
2019-11-15,3126.4736
2019-11-18,3162.5074
2019-11-19,3182.9205
2019-11-20,3179.6510
2019-11-21,3195.0480
2019-11-22,3164.9515
2019-11-25,3191.3704
2019-11-26,3178.1191
2019-11-27,3162.9977
2019-11-28,3162.2011
2019-11-29,3162.9096
2019-12-02,3247.1814
2019-12-03,3216.1347
2019-12-04,3218.7509
2019-12-05,3245.1263
2019-12-06,3244.4436
2019-12-09,3309.0603
2019-12-10,3321.9310
2019-12-11,3252.5409
2019-12-12,3218.0458
2019-12-13,3132.6884
2019-12-16,3126.5022
2019-12-17,3118.8907
2019-12-18,3120.6900
2019-12-19,3134.8557
2019-12-20,3092.5963
2019-12-23,3099.8733
2019-12-24,3099.4990
2019-12-25,3153.3444
2019-12-26,3156.7888
2019-12-27,3143.0906
2019-12-30,3125.0732
2019-12-31,3145.0718
2020-01-01,3088.4298
2020-01-02,3062.2829
2020-01-03,3030.9687
2020-01-06,2986.9108
2020-01-07,3008.5575
2020-01-08,2969.6614
2020-01-09,3034.5522
2020-01-10,3003.0551
2020-01-13,2961.7085
2020-01-14,3049.4823
2020-01-15,3019.0520
2020-01-16,3007.1207
2020-01-17,2991.3228
2020-01-20,2918.6500
2020-01-21,2929.0894
2020-01-22,2933.3965
2020-01-23,2944.4510
2020-01-24,2939.3088
2020-01-27,2970.2512
2020-01-28,2985.8617
2020-01-29,2939.8242
2020-01-30,2955.0549
2020-01-31,2977.1377
2020-02-03,2961.7650
2020-02-04,2963.7953
2020-02-05,2976.2000
2020-02-06,2985.0088
2020-02-07,2974.7035
2020-02-10,2943.8408
2020-02-11,2966.4620
2020-02-12,2963.2478
2020-02-13,2971.2565
2020-02-14,3004.1561
2020-02-17,2987.8604
2020-02-18,3018.6390
2020-02-19,3015.1069
2020-02-20,3028.1947
2020-02-21,3004.7090
2020-02-24,3047.4376
2020-02-25,3016.6662
2020-02-26,3014.8778
2020-02-27,3028.1517
2020-02-28,3041.6267
2020-03-02,3051.8688
2020-03-03,2994.5834
2020-03-04,2955.7659
2020-03-05,2874.4499
2020-03-06,2858.7407
2020-03-09,2908.3889
2020-03-10,2901.6575
2020-03-11,2926.8192
2020-03-12,2963.9234
2020-03-13,2934.6250
2020-03-16,2845.6292
2020-03-17,2785.8510
2020-03-18,2763.9941
2020-03-19,2753.0794
2020-03-20,2800.5073
2020-03-23,2787.7932
2020-03-24,2777.6774
2020-03-25,2790.3369
2020-03-26,2811.2650
2020-03-27,2815.2638
2020-03-30,2854.0291
2020-03-31,2840.9462
2020-04-01,2840.9540
2020-04-02,2817.9867
2020-04-03,2831.4280
2020-04-06,2786.6146
2020-04-07,2824.6936
2020-04-08,2800.6770
2020-04-09,2837.6089
2020-04-10,2816.7228
2020-04-13,2867.7779
2020-04-14,2932.5029
2020-04-15,2913.3410
2020-04-16,2980.7161
2020-04-17,2957.0873
2020-04-20,2956.3080
2020-04-21,2925.5543
2020-04-22,2927.2935
2020-04-23,2941.6818
2020-04-24,2954.3929
2020-04-27,3016.6053
2020-04-28,3048.5318
2020-04-29,3046.4813
2020-04-30,3050.1907
2020-05-01,3013.3134
2020-05-04,3053.4022
2020-05-05,3012.8939
2020-05-06,2960.4028
2020-05-07,2917.7192
2020-05-08,2986.2288
2020-05-11,3008.7466
2020-05-12,3007.0823
2020-05-13,2957.8135
2020-05-14,2943.5868
2020-05-15,2896.7886
2020-05-18,2940.8998
2020-05-19,2935.0280
2020-05-20,2947.9319
2020-05-21,2906.8212
2020-05-22,2932.2290
2020-05-25,2941.0471
2020-05-26,2953.4764
2020-05-27,2927.7557
2020-05-28,2910.5128
2020-05-29,2986.9806
2020-06-01,2987.8054
2020-06-02,3005.3007
2020-06-03,3004.3852
2020-06-04,3029.0791
2020-06-05,3074.7630
2020-06-08,3042.8807
2020-06-09,3056.8258
2020-06-10,3086.4601
2020-06-11,3105.2560
2020-06-12,3070.2546
2020-06-15,3087.6130
2020-06-16,3121.6496
2020-06-17,3160.9966
2020-06-18,3122.9603
2020-06-19,3158.8986
2020-06-22,3155.1884
2020-06-23,3139.3529
2020-06-24,3122.4514
2020-06-25,3076.2418
2020-06-26,3080.0589
2020-06-29,3072.9907
2020-06-30,3059.2682
2020-07-01,3099.3247
2020-07-02,3083.2493
2020-07-03,3110.2497
2020-07-06,3098.3209
2020-07-07,3081.5494
2020-07-08,3089.5833
2020-07-09,3060.8708
2020-07-10,3035.8147
2020-07-13,2976.2576
2020-07-14,3039.0852
2020-07-15,3066.4320
2020-07-16,3083.8160
2020-07-17,3111.7111
2020-07-20,3176.2513
2020-07-21,3232.1302
2020-07-22,3215.6251
2020-07-23,3249.2863
2020-07-24,3279.7550
2020-07-27,3264.5722
2020-07-28,3310.0822
2020-07-29,3327.9876
2020-07-30,3355.3848
2020-07-31,3373.0847
2020-08-03,3377.4762
2020-08-04,3391.1465
2020-08-05,3384.6931
2020-08-06,3383.5203
2020-08-07,3425.0390
2020-08-10,3423.3042
2020-08-11,3479.8075
2020-08-12,3499.3229
2020-08-13,3493.2181
2020-08-14,3576.2769
2020-08-17,3606.4962
2020-08-18,3613.2918
2020-08-19,3549.0655
2020-08-20,3602.2485
2020-08-21,3688.3137
2020-08-24,3654.5979
2020-08-25,3667.8381
2020-08-26,3704.3043
2020-08-27,3751.2664
2020-08-28,3684.3151
2020-08-31,3698.1022
2020-09-01,3698.7476
2020-09-02,3741.7897
2020-09-03,3766.9096
2020-09-04,3807.1009
2020-09-07,3774.7018
2020-09-08,3714.9458
2020-09-09,3744.2724
2020-09-10,3675.1310
2020-09-11,3689.9029
2020-09-14,3677.5633
2020-09-15,3738.9824
2020-09-16,3769.2580
2020-09-17,3811.9096
2020-09-18,3801.0069
2020-09-21,3842.9833
2020-09-22,3839.1370
2020-09-23,3855.4722
2020-09-24,3894.7726
2020-09-25,3924.6119
2020-09-28,3885.5964
2020-09-29,3838.3008
2020-09-30,3789.9008
2020-10-01,3807.4798
2020-10-02,3843.0030
2020-10-05,3729.8448
2020-10-06,3668.7207
2020-10-07,3722.6361
2020-10-08,3753.4308
2020-10-09,3689.3869
2020-10-12,3686.3261
2020-10-13,3680.4725
2020-10-14,3701.5645
2020-10-15,3651.9820
2020-10-16,3643.5743
2020-10-19,3578.2440
2020-10-20,3587.6516
2020-10-21,3602.3301
2020-10-22,3610.1830
2020-10-23,3544.6733
2020-10-26,3554.1921
2020-10-27,3566.0373
2020-10-28,3523.4480
2020-10-29,3552.6966
2020-10-30,3606.9173
2020-11-02,3656.7317
2020-11-03,3615.1397
2020-11-04,3670.0006
2020-11-05,3661.0183
2020-11-06,3696.1214
2020-11-09,3726.2022
2020-11-10,3772.0444
2020-11-11,3747.6269
2020-11-12,3733.1764
2020-11-13,3796.7806
2020-11-16,3850.7918
2020-11-17,3853.8651
2020-11-18,3951.2746
2020-11-19,4036.3219
2020-11-20,4030.8648
2020-11-23,4048.7694
2020-11-24,4072.1120
2020-11-25,4090.2465
2020-11-26,4062.7959
2020-11-27,4089.9512
2020-11-30,4074.3787
2020-12-01,4050.5027
2020-12-02,4086.9010
2020-12-03,4160.4775
2020-12-04,4171.2415
2020-12-07,4226.3256
2020-12-08,4236.7858
2020-12-09,4219.7054
2020-12-10,4159.5054
2020-12-11,4162.6603
2020-12-14,4120.1559
2020-12-15,4148.2043
2020-12-16,4196.7405
2020-12-17,4228.8903
2020-12-18,4148.2699
2020-12-21,4154.4739
2020-12-22,4127.5968
2020-12-23,4106.9741
2020-12-24,4010.4314
2020-12-25,3996.9469
2020-12-28,3981.5396
2020-12-29,3979.6817
2020-12-30,3958.4962
2020-12-31,4009.9222
2021-01-01,4005.2894
2021-01-04,3927.7526
2021-01-05,4013.8406
2021-01-06,4016.6096
2021-01-07,3974.7105
2021-01-08,3928.0314
2021-01-11,3912.0540
2021-01-12,3964.0971
2021-01-13,3919.1911
2021-01-14,3860.6303
2021-01-15,3920.0553
2021-01-18,3938.9762
2021-01-19,3890.0973
2021-01-20,3896.7246
2021-01-21,3899.7720
2021-01-22,3922.3583
2021-01-25,3893.9465
2021-01-26,3816.5510
2021-01-27,3814.7659
2021-01-28,3776.8657
2021-01-29,3809.1866
2021-02-01,3811.1139
2021-02-02,3876.4621
2021-02-03,3871.6223
2021-02-04,3817.0598
2021-02-05,3875.0461
2021-02-08,3943.0068
2021-02-09,3939.4039
2021-02-10,3946.6149
2021-02-11,3950.5078
2021-02-12,3960.9104
2021-02-15,4000.2461
2021-02-16,4041.4529
2021-02-17,4037.8089
2021-02-18,3979.1957
2021-02-19,4114.7786
2021-02-22,4098.6579
2021-02-23,4027.7373
2021-02-24,3961.1963
2021-02-25,3995.0468
2021-02-26,3969.0651
2021-03-01,4011.1907
2021-03-02,3974.6593
2021-03-03,3987.9934
2021-03-04,3899.2427
2021-03-05,3942.0231
2021-03-08,3908.4942
2021-03-09,3921.3010
2021-03-10,3931.4696
2021-03-11,3919.8956
2021-03-12,3849.3263
2021-03-15,3874.7394
2021-03-16,3849.6114
2021-03-17,3908.5767
2021-03-18,3776.2768
2021-03-19,3761.7477
