Date,Close
2019-01-02,1220.0000
2019-01-03,1246.6950
2019-01-04,1254.5868
2019-01-07,1267.0042
2019-01-08,1280.1986
2019-01-09,1265.5518
2019-01-10,1237.2324
2019-01-11,1219.0713
2019-01-14,1223.3227
2019-01-15,1243.0858
2019-01-16,1246.3646
2019-01-17,1226.8141
2019-01-18,1251.9142
2019-01-21,1226.0086
2019-01-22,1217.4497
2019-01-23,1207.1168
2019-01-24,1213.7870
2019-01-25,1232.4942
2019-01-28,1208.4760
2019-01-29,1203.7446
2019-01-30,1210.2435
2019-01-31,1188.3406
2019-02-01,1184.1714
2019-02-04,1188.3230
2019-02-05,1170.5065
2019-02-06,1146.7291
2019-02-07,1144.8863
2019-02-08,1141.8579
2019-02-11,1144.6763
2019-02-12,1179.7319
2019-02-13,1193.9363
2019-02-14,1203.0114
2019-02-15,1191.5563
2019-02-18,1207.3642
2019-02-19,1192.7088
2019-02-20,1220.0260
2019-02-21,1243.0235
2019-02-22,1210.3332
2019-02-25,1190.4964
2019-02-26,1185.4596
2019-02-27,1179.8018
2019-02-28,1160.3388
2019-03-01,1140.6662
2019-03-04,1148.4642
2019-03-05,1139.0451
2019-03-06,1113.7634
2019-03-07,1108.3283
2019-03-08,1123.9931
2019-03-11,1149.1029
2019-03-12,1150.0633
2019-03-13,1147.4877
2019-03-14,1133.8534
2019-03-15,1125.9201
2019-03-18,1135.5627
2019-03-19,1154.6849
2019-03-20,1172.6423
2019-03-21,1169.4730
2019-03-22,1185.6438
2019-03-25,1195.7971
2019-03-26,1203.2389
2019-03-27,1162.6358
2019-03-28,1164.0861
2019-03-29,1157.3320
2019-04-01,1178.8841
2019-04-02,1172.3572
2019-04-03,1178.6670
2019-04-04,1183.5392
2019-04-05,1204.5778
2019-04-08,1217.7405
2019-04-09,1234.7021
2019-04-10,1258.8074
2019-04-11,1277.8986
2019-04-12,1294.8571
2019-04-15,1290.6433
2019-04-16,1292.3352
2019-04-17,1334.4315
2019-04-18,1336.3109
2019-04-19,1346.6317
2019-04-22,1347.0502
2019-04-23,1340.5595
2019-04-24,1285.0381
2019-04-25,1316.5207
2019-04-26,1293.7248
2019-04-29,1279.3625
2019-04-30,1304.5039
2019-05-01,1263.8820
2019-05-02,1265.5749
2019-05-03,1253.9371
2019-05-06,1222.4575
2019-05-07,1233.9257
2019-05-08,1222.7931
2019-05-09,1222.9423
2019-05-10,1215.5506
2019-05-13,1226.3453
2019-05-14,1263.7798
2019-05-15,1241.5831
2019-05-16,1255.5577
2019-05-17,1241.9325
2019-05-20,1235.8194
2019-05-21,1205.8322
2019-05-22,1189.7775
2019-05-23,1183.5171
2019-05-24,1197.1231
2019-05-27,1202.0543
2019-05-28,1213.2150
2019-05-29,1226.6571
2019-05-30,1204.2707
2019-05-31,1228.5688
2019-06-03,1222.8582
2019-06-04,1238.2035
2019-06-05,1236.8727
2019-06-06,1240.1192
2019-06-07,1252.5807
2019-06-10,1213.2216
2019-06-11,1247.9299
2019-06-12,1250.2713
2019-06-13,1269.8838
2019-06-14,1273.0137
2019-06-17,1274.3591
2019-06-18,1252.2874
2019-06-19,1246.6819
2019-06-20,1206.5398
2019-06-21,1206.2200
2019-06-24,1229.6530
2019-06-25,1196.0292
2019-06-26,1184.2478
2019-06-27,1179.3663
2019-06-28,1198.8080
2019-07-01,1219.1260
2019-07-02,1222.2065
2019-07-03,1224.2068
2019-07-04,1221.7718
2019-07-05,1215.1585
2019-07-08,1206.3255
2019-07-09,1202.3333
2019-07-10,1202.0234
2019-07-11,1203.4736
2019-07-12,1193.2629
2019-07-15,1204.0612
2019-07-16,1204.7894
2019-07-17,1214.5017
2019-07-18,1190.7783
2019-07-19,1177.8987
2019-07-22,1181.3782
2019-07-23,1184.0241
2019-07-24,1180.0877
2019-07-25,1207.5924
2019-07-26,1202.1043
2019-07-29,1227.2566
2019-07-30,1253.1134
2019-07-31,1269.2254
2019-08-01,1279.2323
2019-08-02,1289.3822
2019-08-05,1285.2801
2019-08-06,1267.8338
2019-08-07,1260.8116
2019-08-08,1252.3932
2019-08-09,1247.7051
2019-08-12,1235.1547
2019-08-13,1216.4953
2019-08-14,1216.8252
2019-08-15,1241.3781
2019-08-16,1227.8626
2019-08-19,1196.2607
2019-08-20,1187.1065
2019-08-21,1168.7044
2019-08-22,1154.8459
2019-08-23,1133.2726
2019-08-26,1130.4962
2019-08-27,1136.9812
2019-08-28,1170.9619
2019-08-29,1153.4263
2019-08-30,1132.7313
2019-09-02,1129.3249
2019-09-03,1126.7856
2019-09-04,1150.8822
2019-09-05,1174.4170
2019-09-06,1162.6586
2019-09-09,1129.8565
2019-09-10,1137.3919
2019-09-11,1131.4953
2019-09-12,1152.1403
2019-09-13,1147.3163
2019-09-16,1145.5103
2019-09-17,1127.2482
2019-09-18,1126.4198
2019-09-19,1144.6717
2019-09-20,1132.4789
2019-09-23,1136.3046
2019-09-24,1129.0619
2019-09-25,1144.3589
2019-09-26,1145.1028
2019-09-27,1154.7570
2019-09-30,1160.5185
2019-10-01,1146.3075
2019-10-02,1128.4275
2019-10-03,1146.8406
2019-10-04,1143.1967
2019-10-07,1130.3825
2019-10-08,1120.1303
2019-10-09,1144.2081
2019-10-10,1146.1724
2019-10-11,1163.2101
2019-10-14,1128.8325
2019-10-15,1162.3410
2019-10-16,1166.2184
2019-10-17,1189.9420
2019-10-18,1185.4977
2019-10-21,1181.2595
2019-10-22,1194.9214
2019-10-23,1228.7797
2019-10-24,1231.8097
2019-10-25,1219.1230
2019-10-28,1236.6223
2019-10-29,1273.2883
2019-10-30,1248.1249
2019-10-31,1233.8454
2019-11-01,1246.4949
2019-11-04,1240.7480
2019-11-05,1205.3228
2019-11-06,1205.8763
2019-11-07,1209.7589
2019-11-08,1221.4395
2019-11-11,1248.4231
2019-11-12,1227.3125
2019-11-13,1219.4931
2019-11-14,1216.8916
2019-11-15,1225.7751
2019-11-18,1213.6015
2019-11-19,1216.5569
2019-11-20,1203.1332
2019-11-21,1217.1881
2019-11-22,1237.8716
2019-11-25,1224.0058
2019-11-26,1233.5752
2019-11-27,1216.5131
2019-11-28,1223.3445
2019-11-29,1200.2811
2019-12-02,1207.6219
2019-12-03,1227.9516
2019-12-04,1244.3685
2019-12-05,1212.2777
2019-12-06,1217.6271
2019-12-09,1210.5695
2019-12-10,1231.1780
2019-12-11,1238.6030
2019-12-12,1264.7158
2019-12-13,1254.1713
2019-12-16,1236.9465
2019-12-17,1193.8793
2019-12-18,1196.7157
2019-12-19,1192.4221
2019-12-20,1197.2472
2019-12-23,1194.6452
2019-12-24,1200.0210
2019-12-25,1224.4597
2019-12-26,1206.8187
2019-12-27,1213.8224
2019-12-30,1236.6581
2019-12-31,1249.4391
2020-01-01,1282.6013
2020-01-02,1278.6886
2020-01-03,1283.9461
2020-01-06,1279.2939
2020-01-07,1273.4219
2020-01-08,1301.3985
2020-01-09,1275.3794
2020-01-10,1267.4295
2020-01-13,1259.0822
2020-01-14,1258.6315
2020-01-15,1254.6172
2020-01-16,1266.3874
2020-01-17,1276.9578
2020-01-20,1309.4409
2020-01-21,1326.7577
2020-01-22,1309.7988
2020-01-23,1284.8458
2020-01-24,1279.0672
2020-01-27,1268.2996
2020-01-28,1265.2794
2020-01-29,1289.0166
2020-01-30,1295.9352
2020-01-31,1271.3620
2020-02-03,1257.5794
2020-02-04,1285.2277
2020-02-05,1263.9353
2020-02-06,1277.8300
2020-02-07,1292.0870
2020-02-10,1270.1771
2020-02-11,1248.2026
2020-02-12,1252.3207
2020-02-13,1257.5383
2020-02-14,1275.8348
2020-02-17,1286.3649
2020-02-18,1268.6289
2020-02-19,1296.6848
2020-02-20,1300.5643
2020-02-21,1303.9025
2020-02-24,1306.7299
2020-02-25,1281.2531
2020-02-26,1266.8509
2020-02-27,1280.0182
2020-02-28,1291.9826
2020-03-02,1283.3446
2020-03-03,1284.7608
2020-03-04,1274.8897
2020-03-05,1266.4819
2020-03-06,1261.6563
2020-03-09,1241.7597
2020-03-10,1228.5502
2020-03-11,1229.3163
2020-03-12,1229.0733
2020-03-13,1226.1965
2020-03-16,1222.9002
2020-03-17,1230.6223
2020-03-18,1233.3642
2020-03-19,1235.6720
2020-03-20,1231.3621
2020-03-23,1231.7537
2020-03-24,1247.1221
2020-03-25,1256.9489
2020-03-26,1253.0202
2020-03-27,1246.4279
2020-03-30,1233.3945
2020-03-31,1217.6351
2020-04-01,1243.8170
2020-04-02,1228.8658
2020-04-03,1243.9261
2020-04-06,1240.4154
2020-04-07,1251.5828
2020-04-08,1240.2897
2020-04-09,1238.6294
2020-04-10,1254.8879
2020-04-13,1280.2677
2020-04-14,1287.8894
2020-04-15,1309.0050
2020-04-16,1322.9420
2020-04-17,1345.0246
2020-04-20,1351.6370
2020-04-21,1348.7780
2020-04-22,1394.4070
2020-04-23,1389.2000
2020-04-24,1406.3467
2020-04-27,1403.8869
2020-04-28,1411.7443
2020-04-29,1403.6999
2020-04-30,1390.8405
2020-05-01,1388.6331
2020-05-04,1408.2259
2020-05-05,1385.0057
2020-05-06,1411.9202
2020-05-07,1416.7157
2020-05-08,1427.6208
2020-05-11,1416.4140
2020-05-12,1438.6728
2020-05-13,1438.5670
2020-05-14,1449.2325
2020-05-15,1416.8673
2020-05-18,1454.9018
2020-05-19,1471.3762
2020-05-20,1458.1667
2020-05-21,1446.1697
2020-05-22,1447.3715
2020-05-25,1431.2604
2020-05-26,1404.1270
2020-05-27,1404.2208
2020-05-28,1432.2096
2020-05-29,1444.0823
2020-06-01,1454.1419
2020-06-02,1446.7797
2020-06-03,1480.3336
2020-06-04,1462.3331
2020-06-05,1445.1766
2020-06-08,1422.6295
2020-06-09,1432.9978
2020-06-10,1417.0483
2020-06-11,1420.3230
2020-06-12,1438.0874
2020-06-15,1406.6811
2020-06-16,1392.9760
2020-06-17,1408.1685
2020-06-18,1411.1816
2020-06-19,1408.6752
2020-06-22,1411.7659
2020-06-23,1399.3754
2020-06-24,1407.2959
2020-06-25,1427.0022
2020-06-26,1414.9664
2020-06-29,1403.6808
2020-06-30,1380.6073
2020-07-01,1379.0353
2020-07-02,1399.7285
2020-07-03,1385.5666
2020-07-06,1382.3420
2020-07-07,1406.5379
2020-07-08,1393.5347
2020-07-09,1390.7759
2020-07-10,1391.0622
2020-07-13,1387.9778
2020-07-14,1427.3527
2020-07-15,1424.6992
2020-07-16,1453.9502
2020-07-17,1468.2012
2020-07-20,1510.7989
2020-07-21,1559.9800
2020-07-22,1526.1105
2020-07-23,1534.8716
2020-07-24,1535.8466
2020-07-27,1569.1453
2020-07-28,1608.6250
2020-07-29,1616.0014
2020-07-30,1615.1435
2020-07-31,1629.1518
2020-08-03,1603.6624
2020-08-04,1614.4087
2020-08-05,1628.5798
2020-08-06,1633.0810
2020-08-07,1612.2714
2020-08-10,1630.8892
2020-08-11,1626.7746
2020-08-12,1615.6980
2020-08-13,1622.9766
2020-08-14,1602.2667
2020-08-17,1624.6210
2020-08-18,1622.6545
2020-08-19,1604.6764
2020-08-20,1611.8321
2020-08-21,1657.7639
2020-08-24,1685.8363
2020-08-25,1655.1543
2020-08-26,1634.7244
2020-08-27,1649.7188
2020-08-28,1674.0131
2020-08-31,1668.8114
2020-09-01,1685.5542
2020-09-02,1659.8585
2020-09-03,1678.2998
2020-09-04,1643.0929
2020-09-07,1654.0427
2020-09-08,1687.4032
2020-09-09,1685.5476
2020-09-10,1703.9517
2020-09-11,1648.5017
2020-09-14,1671.6088
2020-09-15,1668.3999
2020-09-16,1686.2990
2020-09-17,1656.0808
2020-09-18,1699.7307
2020-09-21,1706.5006
2020-09-22,1750.1137
2020-09-23,1720.5508
2020-09-24,1698.4043
2020-09-25,1731.1618
2020-09-28,1745.6085
2020-09-29,1721.1481
2020-09-30,1707.4451
2020-10-01,1687.2458
2020-10-02,1715.5407
2020-10-05,1700.8500
2020-10-06,1703.7905
2020-10-07,1728.6023
2020-10-08,1712.5068
2020-10-09,1700.8918
2020-10-12,1686.7973
2020-10-13,1713.7176
2020-10-14,1702.5970
2020-10-15,1726.0464
2020-10-16,1741.3540
2020-10-19,1752.3120
2020-10-20,1773.7142
2020-10-21,1795.1261
2020-10-22,1785.4049
2020-10-23,1806.8886
2020-10-26,1884.3509
2020-10-27,1901.0546
2020-10-28,1900.7922
2020-10-29,1905.6364
2020-10-30,1899.8765
2020-11-02,1897.7541
2020-11-03,1847.4885
2020-11-04,1824.8605
2020-11-05,1853.0780
2020-11-06,1864.9341
2020-11-09,1875.9661
2020-11-10,1861.7350
2020-11-11,1867.1824
2020-11-12,1873.2696
2020-11-13,1860.1672
2020-11-16,1819.7049
2020-11-17,1800.2523
2020-11-18,1809.9907
2020-11-19,1827.2699
2020-11-20,1824.8617
2020-11-23,1838.2112
2020-11-24,1794.4697
2020-11-25,1754.2003
2020-11-26,1764.9572
2020-11-27,1739.4838
2020-11-30,1786.0651
2020-12-01,1785.3477
2020-12-02,1753.0689
2020-12-03,1772.8355
2020-12-04,1740.0623
2020-12-07,1758.0711
2020-12-08,1741.5453
2020-12-09,1702.7118
2020-12-10,1743.6760
2020-12-11,1724.1231
2020-12-14,1737.7810
2020-12-15,1744.2025
2020-12-16,1724.5003
2020-12-17,1698.6127
2020-12-18,1713.3522
2020-12-21,1753.9726
2020-12-22,1779.9395
2020-12-23,1774.4866
2020-12-24,1770.3257
2020-12-25,1787.0907
2020-12-28,1796.9752
2020-12-29,1755.2492
2020-12-30,1774.9677
2020-12-31,1787.4715
